Schlumberger array
   1.250000    
7
         671
           1
           0
    3.750    2.500    1    24.76047897
    6.250    2.500    1   265.16455078
    8.750    2.500    1   298.82312012
   11.250    2.500    1   437.93771362
   13.750    2.500    1   354.66699219
   16.250    2.500    1   315.24609375
   18.750    2.500    1   353.99200439
   21.250    2.500    1   452.47198486
   23.750    2.500    1   372.91381836
   26.250    2.500    1   380.32107544
   28.750    2.500    1   460.92144775
   31.250    2.500    1   419.46374512
   33.750    2.500    1   483.43991089
   36.250    2.500    1   726.27325439
   38.750    2.500    1   437.97463989
   41.250    2.500    1   555.90673828
   43.750    2.500    1   769.10052490
   46.250    2.500    1   459.23440552
   48.750    2.500    1   640.81628418
   51.250    2.500    1   602.13055420
   53.750    2.500    1   504.35211182
   56.250    2.500    1   666.73175049
   58.750    2.500    1   648.97595215
   61.250    2.500    1   521.01007080
   63.750    2.500    1   410.81744385
   66.250    2.500    1   453.80529785
   68.750    2.500    1   507.94091797
   71.250    2.500    1   432.55380249
   73.750    2.500    1   540.19714355
   76.250    2.500    1   714.06298828
   78.750    2.500    1   317.49172974
  106.250    2.500    1   274.59423828
  108.750    2.500    1   301.93911743
  111.250    2.500    1   358.60589600
  113.750    2.500    1   256.95071411
  116.250    2.500    1   319.56439209
  118.750    2.500    1   244.35858154
  121.250    2.500    1   338.34622192
  123.750    2.500    1   326.90490723
  126.250    2.500    1   287.71035767
  128.750    2.500    1   286.65792847
  131.250    2.500    1   323.34735107
  133.750    2.500    1   733.41064453
    6.250    2.500    2    26.75312614
    8.750    2.500    2    29.42605019
   13.750    2.500    2    31.60479164
   16.250    2.500    2    29.78946304
   18.750    2.500    2    23.88239288
   21.250    2.500    2    32.59154129
   23.750    2.500    2    26.80398369
   26.250    2.500    2    26.90199280
   28.750    2.500    2    33.90373993
   31.250    2.500    2    29.42225838
   33.750    2.500    2    22.62149811
   36.250    2.500    2    37.58512878
   38.750    2.500    2    21.35891724
   41.250    2.500    2    24.87784004
   43.750    2.500    2    35.98319626
   46.250    2.500    2    35.13169861
   48.750    2.500    2    39.86630249
   51.250    2.500    2    24.63995552
   53.750    2.500    2    41.86190796
   56.250    2.500    2    39.10419464
   58.750    2.500    2    38.58090210
   61.250    2.500    2    35.54636383
   63.750    2.500    2    45.59536362
   66.250    2.500    2    45.10538864
   68.750    2.500    2    36.56400299
   71.250    2.500    2    35.45877457
   73.750    2.500    2    19.14703178
   76.250    2.500    2    33.69646454
  101.250    2.500    2    33.87207794
  106.250    2.500    2  1126.06164551
  108.750    2.500    2    39.18376923
  111.250    2.500    2    30.67506599
  113.750    2.500    2    39.67142105
  116.250    2.500    2    30.73601532
  118.750    2.500    2    28.37019348
