Schlumberger array
   2.500000    
7
         327
           1
           0
    7.500    5.000    1   240.25657654
   17.500    5.000    1   392.29101562
   22.500    5.000    1   390.41735840
   67.500    5.000    1    21.50548172
   72.500    5.000    1   119.67615509
  142.500    5.000    1   388.58203125
   12.500    5.000    2   183.49853516
   17.500    5.000    2   191.87010193
   22.500    5.000    2   186.18743896
   27.500    5.000    2   205.41227722
   32.500    5.000    2   201.78137207
   37.500    5.000    2   156.48335266
   42.500    5.000    2   158.75737000
   47.500    5.000    2   148.21736145
   52.500    5.000    2   146.86546326
   57.500    5.000    2   145.35440063
   62.500    5.000    2   144.26112366
   67.500    5.000    2   129.42868042
   72.500    5.000    2   193.94468689
   77.500    5.000    2   189.77667236
   82.500    5.000    2   154.11254883
   87.500    5.000    2   187.60943604
   92.500    5.000    2   200.53561401
   97.500    5.000    2   341.85244751
  102.500    5.000    2   159.08168030
  107.500    5.000    2   167.73522949
  112.500    5.000    2   175.89538574
  117.500    5.000    2   180.98258972
  122.500    5.000    2   206.49357605
  127.500    5.000    2   163.20944214
  132.500    5.000    2   148.98820496
  137.500    5.000    2   198.15991211
  142.500    5.000    2   186.50712585
   17.500    5.000    3   166.94639587
   22.500    5.000    3   183.07897949
   27.500    5.000    3   212.59320068
   32.500    5.000    3   201.88780212
   37.500    5.000    3   155.05839539
   42.500    5.000    3   146.22244263
   47.500    5.000    3   152.04817200
   52.500    5.000    3   171.03849792
   57.500    5.000    3   161.31846619
   62.500    5.000    3   156.18704224
   67.500    5.000    3   144.28782654
   72.500    5.000    3   203.76918030
   77.500    5.000    3   197.09020996
   82.500    5.000    3   170.57986450
   87.500    5.000    3   186.14430237
   92.500    5.000    3   209.53674316
   97.500    5.000    3   181.81962585
  102.500    5.000    3   177.77487183
  107.500    5.000    3   191.87623596
  112.500    5.000    3   191.95652771
  117.500    5.000    3   204.55857849
  122.500    5.000    3   226.79766846
  127.500    5.000    3   157.64089966
  132.500    5.000    3   151.74719238
  137.500    5.000    3   189.22427368
   22.500    5.000    4   244.08073425
   27.500    5.000    4   220.40783691
   32.500    5.000    4   221.37995911
   37.500    5.000    4   165.19132996
   42.500    5.000    4   153.55995178
   47.500    5.000    4   154.59054565
   52.500    5.000    4   157.43373108
   57.500    5.000    4   172.83610535
   62.500    5.000    4   162.97735596
   67.500    5.000    4   142.87432861
   72.500    5.000    4   225.48124695
   77.500    5.000    4   207.35241699
   82.500    5.000    4   178.68606567
   87.500    5.000    4   221.42787170
   92.500    5.000    4   170.93327332
   97.500    5.000    4   176.98358154
  102.500    5.000    4   210.24137878
  107.500    5.000    4   164.13055420
  112.500    5.000    4   206.18737793
  117.500    5.000    4   210.20599365
  122.500    5.000    4   224.42216492
  127.500    5.000    4   161.33796692
  132.500    5.000    4   152.14582825
   27.500    5.000    5   239.86088562
   32.500    5.000    5   228.90362549
   37.500    5.000    5   180.49282837
   42.500    5.000    5   167.97149658
